CID,SMILES,PAINS_A,PAINS_B,PAINS_C,AllAssays_Active,AllAssays_Total,LuciferaseAssays_Active,LuciferaseAssays_Total,BetaLactamaseAssays_Active,BetaLactamaseAssays_Total,FluorescenceAssays_Active,FluorescenceAssays_Total
9605073,CN(C)C1=CC=C(C=C1)NC(=NC2=NC(=CC(=N2)C(F)(F)F)C(F)(F)F)N,anil_di_alk_A(478),   ,   ,3,637,1,108,0,11,1,376
9606368,CCN(CC)C(=O)C1CCCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NNC(=O)C3=CC(=CC=C3)O,anil_di_alk_A(478),   ,   ,11,670,0,106,1,15,8,393
9620687,CCN(CC)C(=O)C1CCCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NNC(=O)C3=CC=CC=C3,anil_di_alk_A(478),   ,   ,5,622,0,103,0,13,5,369
9633715,CCCCC(=O)NN=CC1=C(C=CC(=C1)[N+](=O)[O-])N2CCOCC2,anil_di_alk_A(478),   ,   ,4,634,0,104,0,13,4,373
9655247,CCN(CC)C(=O)C1CCCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NNC(=O)C3=CC(=CC=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,6,631,1,104,0,15,3,367
9656381,CCN(CC)C1=C(C=C(C=C1)[N+](=O)[O-])C=NNC(=O)CC#N,anil_di_alk_A(478),   ,   ,0,636,0,105,0,13,0,378
9667302,CCN(CC)C(=O)C1CCCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NNC(=O)C3=CC=C(C=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,3,632,1,104,0,14,0,370
9774135,CCON=C(C1=NON=C1N)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,2,665,0,107,0,14,2,389
10525922,C1CCN2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,5,665,1,105,0,14,2,384
10667944,C1CCN2C(C1)C(=O)N(C2=O)CCN3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,4,668,0,106,0,14,3,385
10667945,C1CC2C(=O)N(C(=O)N2C1)CCCN3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,5,502,0,88,0,7,3,287
11834431,CCN(CC)C1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=CS2.OS(=O)(=O)O,anil_di_alk_A(478),   ,   ,23,660,9,115,0,14,9,379
11842118,CC1=CC=CC=C1N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4CCCCC4C(=O)O,anil_di_alk_A(478),   ,   ,4,627,1,103,0,13,2,369
11948897,CN(C)C1=CC=C(C=C1)NC(=O)CN2CCC(CC2)N3CCCCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,11,657,0,107,0,14,8,383
11957176,C1CN(CCN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)CCCN3C(=O)C4=C(C=C(C=C4)Cl)NC3=O,anil_di_alk_A(478),   ,   ,0,547,0,92,0,13,0,308
12004671,COC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3.Cl,anil_di_alk_A(478),   ,   ,1,641,0,106,0,13,1,380
12004744,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C=CC3=CC=CC=C3.Cl,anil_di_alk_A(478),   ,   ,16,651,8,111,0,13,5,383
12004865,CCN(CC)C1=CC(=C(C=C1)NC(=O)CN2C(=O)C3=C(N(C(=C3C=N2)C)CC4=CC=CC=C4F)C)C,anil_di_alk_A(478),   ,   ,5,657,0,107,0,13,4,385
12005045,CCN(CC)C1=CC(=C(C=C1)NC(=O)CSC2=C(SC=C2)[N+](=O)[O-])C,anil_di_alk_A(478),   ,   ,18,636,0,108,0,13,13,372
12005253,CC1=CC(=C(C=C1)C)N2CCN(CC2)C3=C(C=C(C=C3)N4C(=O)COCC4=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,0,640,0,106,0,13,0,377
12005288,C1CN(CCN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)CCCC(=O)C3=CC=CC=C3,anil_di_alk_A(478),   ,   ,10,645,0,104,0,13,6,382
12005309,CC1CN(CCN1C2=CC=CC(=C2)C)C3=C(C=C(C=C3)N4C(=O)CCCC4=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,6,645,3,109,0,13,0,374
12005413,CN(CC1=CC=CC=C1)C2=C(C=C(C=C2)N3C(=O)CCCC3=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,1,640,0,107,0,13,0,375
12005414,CC1=C(C(=CC=C1)N2CCN(CC2)C3=C(C=C(C=C3)N4C(=O)CCCC4=O)[N+](=O)[O-])C,anil_di_alk_A(478),   ,   ,3,655,1,107,0,13,1,386
12006230,CCN(CC)C1=CC=C(C=C1)NC(=O)COC(=O)CSC2=C(C=C(C=C2)Br)C.OS(=O)(=O)O,anil_di_alk_A(478),   ,   ,13,647,0,104,0,13,9,389
15944704,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F)C,anil_di_alk_A(478),   ,   ,7,642,0,106,0,13,1,377
15944844,CN(C)C=O.C1COCCN1C2=C(C=C(C=C2)NC(=O)C=CC3=CC=CS3)S(=O)(=O)NC4=C(C=CC(=C4)Cl)Cl,anil_di_alk_A(478),   ,   ,5,635,1,105,0,13,1,374
15944933,COC1=CC=CC=C1CNCC(=O)NC2=CC=C(C=C2)N3CCOCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,6,640,0,108,0,13,0,372
15945207,COCCN1C2=CC=CC=C2N=C1SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,0,636,0,106,0,13,0,372
15945234,C1COCCN1C2=CC=C(C=C2)NC(=O)COC(=O)C(CCC(=O)N)NC(=O)C3=CC=C(C=C3)F,anil_di_alk_A(478),   ,   ,5,639,2,108,0,13,3,377
15945277,CC1CCCCC12C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4,anil_di_alk_A(478),   ,   ,1,643,0,106,0,13,1,379
15945296,COC1=CC=CC(=C1)C=C(CC(=O)NC2=CC=C(C=C2)N3CCOCC3)C4=NC5=CC=CC=C5S4,anil_di_alk_A(478),   ,   ,15,649,7,110,0,13,5,379
15945607,CC(C)O.CC(=O)C1=NN(C(N1C2=CC=C(C=C2)N3CCOCC3)C4=CC5=C(C=C4)OCO5)C6=CC=CC=C6,anil_di_alk_A(478),   ,   ,5,634,1,107,0,13,1,374
15945748,C1CC2C(=O)N(C(=O)N2C1)CCCCN3CCN(CC3)C4=CC=C(C=C4)N.O.Cl,anil_di_alk_A(478),anil_no_alk(40),   ,23,666,1,107,2,17,17,404
15987747,CCN(CC)C1=CC(=C(C=C1)NC(=O)CCS(=O)(=O)C2=CC=CC3=NSN=C32)C,anil_di_alk_A(478),   ,   ,5,638,0,103,0,11,2,380
15990058,CC1=CSC2=NC(=C(C(=O)N12)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)C(C)C)C,anil_di_alk_A(478),   ,   ,2,512,0,91,0,7,0,294
15990076,CC1=CSC2=NC(=C(C(=O)N12)S(=O)(=O)NC3=CC(=C(C=C3)N4CCOCC4)Cl)C,anil_di_alk_A(478),   ,   ,12,521,8,93,0,7,2,299
15990078,CC1=CSC2=NC(=C(C(=O)N12)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)S(=O)(=O)C)C,anil_di_alk_A(478),   ,   ,5,508,0,87,0,7,2,294
15990080,CC1=CSC2=NC(=C(C(=O)N12)S(=O)(=O)NC3=CC=C(C=C3)N4CCOCC4)C,anil_di_alk_A(478),   ,   ,4,522,0,91,0,7,0,299
15990180,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)C(C)C,anil_di_alk_A(478),   ,   ,2,511,0,92,0,7,1,296
15990182,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC(=C(C=C3)N4CCOCC4)Cl,anil_di_alk_A(478),   ,   ,4,508,1,89,0,7,1,296
15990222,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)S(=O)(=O)C,anil_di_alk_A(478),   ,   ,3,512,1,91,0,7,2,296
15993426,CCCS(=O)(=O)N1CCCC(C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,3,637,1,113,0,11,0,373
15994504,CC1CC(=O)N(C1=O)C2=CC(=C(C=C2)N(C)CC3=CC=CC=C3)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,3,637,2,109,0,11,0,377
15995982,COC1=CC=CC=C1N2CCN(CC2)C3=C(C=C(C=C3)N4C(=O)CCC4=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,2,635,0,109,0,11,1,375
16001253,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,35,516,21,110,0,7,6,285
16002787,CCC(=O)N1C(CC2=C1C=CC(=C2)S(=O)(=O)N3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-])C,anil_di_alk_A(478),   ,   ,31,521,15,100,0,7,6,297
16031810,CCN(CC)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)CC(=O)NC3=CC=CC=C3OC,anil_di_alk_A(478),   ,   ,4,507,0,88,0,7,0,298
16188007,CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)CCC3=C(N4C(=C(C(=N4)C)C5=CC=C(C=C5)F)N=C3C)C,anil_di_alk_A(478),   ,   ,16,644,2,104,0,11,4,393
16188885,CC1=C(C=C(C=C1)NC(=O)CN(C)CC(=O)NC2=CC=C(C=C2)N3CCOCC3)F.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,4,617,0,104,0,11,2,366
16189337,CN(CC1=CC=CC=C1)C2=C(C=C(C=C2)N3C(=O)CCC3=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,1,636,0,109,0,11,0,376
16189340,COC1=CC=CC(=C1)N2CCN(CC2)C3=C(C=C(C=C3)N4C(=O)CCC4=O)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,3,636,1,109,0,11,1,376
16189677,COC1=CC=CC(=C1)CNCC(=O)NC2=CC=C(C=C2)N3CCOCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,4,610,0,99,0,11,0,366
16189751,CC1CCN(CC1)CC(=O)NC2=CC=C(C=C2)N3CCCCCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,21,637,1,104,0,11,11,379
16192643,C1=CC(=CC=C1N)N(CCO)CCO.Cl,anil_di_alk_A(478),anil_no_alk(40),   ,53,665,1,108,0,11,40,405
16192683,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CN3CCCCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,14,636,1,105,0,11,8,381
16192684,CC1CCCCN1CC(=O)NC2=CC=C(C=C2)N3CCCCCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,17,633,0,105,0,11,12,377
16192845,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)N3CCCC3.Cl,anil_di_alk_A(478),   ,   ,13,631,6,105,0,11,4,372
16193806,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CS3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,16,632,3,105,0,11,5,375
16193995,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CO3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,15,634,2,107,0,11,5,377
16195098,CN1CCN(CC1)C2=C(C=C(C=C2)N)Cl.Cl,anil_di_alk_A(478),   ,   ,20,610,0,106,0,10,11,359
16195174,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNC3CCCC3.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,24,640,2,106,0,11,15,383
16195389,CN1C(=CC2=C1C3=CC=CC=C3NC2=O)C(=O)N4CCN(CC4)C5=CC=C(C=C5)[N+](=O)[O-],anil_di_alk_A(478),   ,   ,12,551,2,105,0,10,3,312
16195582,C1CCN(CC1)C2=CC=C(C=C2)NC3=NC4=CC=CC=C4N5C3=NN=C5,anil_di_alk_A(478),   ,   ,14,579,2,94,0,10,4,336
16195940,CC(=O)C1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)N3CCOCC3.Cl,anil_di_alk_A(478),   ,   ,8,621,0,102,2,12,7,373
16196115,CCN1CCN(CC1)C2=C(C=C(C=C2)N)C.Cl,anil_di_alk_A(478),   ,   ,16,636,0,103,0,11,5,376
16196135,CN(C)C1=CC=C(C=C1)[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,anil_di_alk_A(478),   ,   ,96,601,44,131,0,9,33,328
16196156,CCOC1=CC(=C(C=C1N2CCOCC2)OCC)NC(=O)C(C)N3C(=O)C4CC=CCC4C3=O,anil_di_alk_A(478),   ,   ,2,621,0,104,0,11,0,368
16196267,CCOC1=CC(=C(C=C1N2CCOCC2)OCC)NC(=O)CN3CCN(CC3)CC4=CC5=C(C=C4)OCO5.Cl,anil_di_alk_A(478),   ,   ,1,627,0,108,0,11,0,369
16196519,CC(C)O.C1CCN(CC1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC(=C(C=C3)Cl)C(=O)O,anil_di_alk_A(478),   ,   ,2,633,0,108,0,11,0,374
16196715,CCOC1=CC(=C(C=C1N2CCOCC2)OCC)NC(=O)COC(=O)C3CCCN3S(=O)(=O)C4=CC=CC=C4F,anil_di_alk_A(478),   ,   ,6,626,0,106,0,11,4,371
16196723,CCN1CCN(CC1)C(=O)C(C)NC2=C(C=C(C(=C2)OCC)N3CCOCC3)OCC.C(=O)(C(=O)O)O,anil_di_alk_A(478),   ,   ,37,564,0,96,0,10,29,336
16196756,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)N3CC4=CC=CC=C4C3=N)N5CCOCC5.Br,anil_di_alk_A(478),   ,   ,12,626,1,105,0,11,9,374
